enterprise_id,enterprise_name,industry,region,CRI,EV,EDP,III,EPI,RDP,CPCI,CPCI_bin
ENT_000022,企业_22,住宿餐饮业,山东,1.0,0.15452552392852648,0.37506649670180303,0.5,0.517893666094725,0.507493520845673,0.6745704289002055,0.60-0.70
ENT_000023,企业_23,化学原料制造业,海南,1.0,0.016327834502977714,0.32834259408420197,0.5,0.07974513489584115,0.28554346260706687,0.2938140361930579,0.30以下
ENT_000024,企业_24,汽车制造业,山东,1.0,0.22305874775750353,0.3184001359007413,0.5,0.1251175564771213,0.507493520845673,0.5298636072772266,0.50-0.60
ENT_000025,企业_25,计算机通信制造业,上海,1.0,0.12185823577722599,0.3377894638778667,0.25,0.13145858555124137,0.5242652384564759,0.5356052176644375,0.50-0.60
ENT_000026,企业_26,电力热力生产业,海南,1.0,0.1558017816365628,0.47609237047141173,0.5,0.418190229889115,0.28554346260706687,0.44822928583992555,0.40-0.50
ENT_000027,企业_27,燃气生产供应业,上海,1.0,0.13950873462090504,0.30300160416512906,1.0,0.3962283353410679,0.5242652384564759,0.6517867234785316,0.60-0.70
ENT_000028,企业_28,非金属矿物制品业,江苏,1.0,0.4001776360993234,0.3968275691538849,0.5,0.2403571467918135,0.5972897246729972,0.6636258975192731,0.60-0.70
ENT_000029,企业_29,塑料制品业,广西,1.0,0.18170634375554023,0.42955414245118523,0.5,0.21515479510141178,0.0937747115433256,0.20832930821201917,0.30以下
ENT_000030,企业_30,酒饮料制造业,云南,1.0,0.19414602763051378,0.3219436161034934,0.5,0.3289071793167866,0.0909856973181817,0.27267225770699743,0.30以下
ENT_000031,企业_31,租赁商务服务业,海南,1.0,0.3386534671868476,0.18651837094208246,0.5,0.1138857402080817,0.28554346260706687,0.3212136119741348,0.30-0.40
ENT_000032,企业_32,木材加工业,西藏,1.0,0.22191855817068085,0.39435433349534943,0.5,0.3498313392527335,0.0813948688062305,0.2844189200288881,0.30以下
ENT_000033,企业_33,专用设备制造业,上海,1.0,0.22979058006565153,0.5102692142421573,1.0,0.3786904664840509,0.5242652384564759,0.6615804998285324,0.60-0.70
ENT_000034,企业_34,造纸业,河北,1.0,0.18800665516992646,0.3099189510878309,0.5,0.09289906263860567,0.22020157762331738,0.23823310650997773,0.30以下
ENT_000035,企业_35,教育,新疆,1.0,0.16040338594894582,0.6365644619830647,0.5,0.21156862176067792,0.11337227926639427,0.22477016381467996,0.30以下
ENT_000036,企业_36,有色金属冶炼业,广西,1.0,0.3215904737292004,0.2800197598887481,0.5,0.05668575218033443,0.0937747115433256,0.13977262082463007,0.30以下
ENT_000037,企业_37,纺织业,云南,1.0,0.21673237151164282,0.3399105816529431,0.5,0.1071182986114224,0.0909856973181817,0.1458604593055324,0.30以下
ENT_000038,企业_38,计算机通信制造业,西藏,1.0,0.059887171527604824,0.4400657620602577,0.25,0.13145858555124137,0.0813948688062305,0.14384150552072014,0.30以下
ENT_000039,企业_39,橡胶制品制造业,浙江,1.0,0.5634029014305338,0.317325336973212,0.5,0.18008653399650493,0.6948482726852789,0.6897989260010495,0.60-0.70
ENT_000040,企业_40,造纸业,辽宁,1.0,0.1636511252196172,0.5540523096388231,0.5,0.09289906263860567,0.12357056936404776,0.1668302735902942,0.30以下
ENT_000041,企业_41,仪器仪表制造业,天津,1.0,0.04684062563930158,0.4559352925920485,0.5,0.13821143542802122,0.3714515711645824,0.4032087280481922,0.40-0.50
ENT_000042,企业_42,食品制造业,吉林,1.0,0.17002518912972314,0.3030256979969129,0.5,0.022257784581105954,0.061952392419236314,0.10372433033012378,0.30以下
ENT_000043,企业_43,通用设备制造业,湖南,1.0,0.24879604564942812,0.261168114205489,0.5,0.36873564509241413,0.2320011133118218,0.38245358591008816,0.30-0.40
ENT_000044,企业_44,燃气生产供应业,陕西,1.0,0.1753742746032948,0.33537165508263905,1.0,0.3962283353410679,0.06130726718594431,0.30669500427919,0.30-0.40
ENT_000045,企业_45,木材加工业,天津,1.0,0.17863865860474126,0.4529539272665792,0.5,0.3498313392527335,0.3714515711645824,0.49844494022066527,0.40-0.50
ENT_000046,企业_46,家具制造业,陕西,1.0,0.1464336829564649,0.24955726410511536,0.25,0.15239697587767592,0.06130726718594431,0.14658642672102093,0.30以下
ENT_000047,企业_47,金融业,湖北,1.0,0.09838866757413228,0.3786149317792489,0.5,0.4239096550333939,0.2014142453573209,0.38094888211611244,0.30-0.40
ENT_000048,企业_48,橡胶制品制造业,浙江,1.0,0.17588073904171084,0.14069294710515545,0.5,0.18008653399650493,0.6948482726852789,0.6531703114481234,0.60-0.70
ENT_000049,企业_49,黑色金属冶炼业,陕西,1.0,0.6068793466747519,0.4780902976859518,1.0,0.4818290843266707,0.06130726718594431,0.3731911061557481,0.30-0.40
ENT_000050,企业_50,房地产业,安徽,1.0,0.17109680855264717,0.29661710710981115,0.5,0.05357583108643641,0.21446286455279742,0.22007302679493168,0.30以下
ENT_000051,企业_51,卫生社会工作,陕西,1.0,0.17326567824159061,0.3690930518649405,0.5,0.011331452595746186,0.06130726718594431,0.10777599503987649,0.30以下
ENT_000052,企业_52,纺织业,广东,1.0,0.2773372403438401,0.44757869784497173,0.5,0.1071182986114224,0.6914923806655395,0.6358348722376952,0.60-0.70
ENT_000053,企业_53,食品制造业,重庆,1.0,0.17535752775760696,0.19990391601815696,0.5,0.022257784581105954,0.07704988987166522,0.10240150119989284,0.30以下
ENT_000054,企业_54,皮革制造业,贵州,1.0,0.1504330135135623,0.5248243690831403,0.5,0.17292963398369707,0.14028964165372587,0.21132548226493092,0.30以下
ENT_000055,企业_55,纺织业,云南,1.0,0.15305425226590272,0.27270044117905623,0.5,0.1071182986114224,0.0909856973181817,0.13635912751464813,0.30以下
ENT_000056,企业_56,水的生产供应业,吉林,1.0,0.17369936027595786,0.3463929361523069,0.0,0.24898493354914347,0.061952392419236314,0.21063015973228894,0.30以下
ENT_000057,企业_57,有色金属冶炼业,广西,1.0,0.21257034636983724,0.3386743962016736,0.5,0.05668575218033443,0.0937747115433256,0.1271967212063049,0.30以下
ENT_000058,企业_58,仪器仪表制造业,辽宁,1.0,0.6768239148367878,0.48580337237718524,0.5,0.13821143542802122,0.12357056936404776,0.2471385896973177,0.30以下
ENT_000059,企业_59,信息技术服务业,海南,1.0,0.14688546242763809,0.34378098291523407,0.25,0.2123960176201665,0.28554346260706687,0.3465590416569759,0.30-0.40
ENT_000060,企业_60,印刷业,贵州,1.0,0.15238534853006033,0.3079069699087479,0.5,0.3533303509881258,0.14028964165372587,0.3070773157660622,0.30-0.40
ENT_000061,企业_61,房地产业,北京,1.0,0.23366304957111916,0.36781765036471153,0.5,0.05357583108643641,0.5814022008372526,0.5559886691007359,0.50-0.60
ENT_000062,企业_62,橡胶制品制造业,湖北,1.0,0.5573192012747776,0.3456099094629558,0.5,0.18008653399650493,0.2014142453573209,0.29414475508697174,0.30以下
ENT_000063,企业_63,批发零售业,青海,1.0,0.23026979654980656,0.44802046954023833,0.5,0.06344575923134861,0.13041145878433277,0.1597330570937626,0.30以下
ENT_000064,企业_64,塑料制品业,新疆,1.0,0.1758841598912873,0.457524749154622,0.5,0.21515479510141178,0.11337227926639427,0.21776833202044565,0.30以下
ENT_000065,企业_65,家具制造业,浙江,1.0,0.3870938970400016,0.4612033675300948,0.25,0.15239697587767592,0.6948482726852789,0.6631000843032502,0.60-0.70
ENT_000066,企业_66,橡胶制品制造业,重庆,1.0,0.15463338280509825,0.22115664335897478,0.5,0.18008653399650493,0.07704988987166522,0.17207808998365887,0.30以下
ENT_000067,企业_67,铁路航空制造业,西藏,1.0,0.17424332641607423,0.4088686186500859,0.5,0.18783342099757408,0.0813948688062305,0.18627979234691944,0.30以下
ENT_000068,企业_68,卫生社会工作,甘肃,1.0,0.18031387927681639,0.19867119393461816,0.5,0.011331452595746186,0.10659645393039276,0.1156620138034423,0.30以下
ENT_000069,企业_69,专用设备制造业,湖南,1.0,0.1985116502309115,0.4467859437567555,1.0,0.3786904664840509,0.2320011133118218,0.3946542604204106,0.30-0.40
ENT_000070,企业_70,非金属矿物制品业,海南,1.0,0.1287021814582622,0.28715484452261264,0.5,0.2403571467918135,0.28554346260706687,0.3596524379750484,0.30-0.40
ENT_000071,企业_71,有色金属冶炼业,湖北,1.0,0.29561499963123616,0.4727132789703859,0.5,0.05668575218033443,0.2014142453573209,0.22563226080549262,0.30以下
ENT_000072,企业_72,电气机械制造业,吉林,1.0,0.15846093055025448,0.45642977919225447,0.5,0.425968012781628,0.061952392419236314,0.3171094531948263,0.30-0.40
ENT_000073,企业_73,仪器仪表制造业,湖北,1.0,0.16938265657009346,0.41793175932291615,0.5,0.13821143542802122,0.2014142453573209,0.23945062950208085,0.30以下
ENT_000074,企业_74,计算机通信制造业,广西,1.0,0.19908663377576982,0.2684939672231548,0.25,0.13145858555124137,0.0937747115433256,0.14860740722537527,0.30以下
ENT_000075,企业_75,水的生产供应业,上海,1.0,0.17368197521206546,0.33071522923143803,0.0,0.24898493354914347,0.5242652384564759,0.5851249928600772,0.50-0.60
ENT_000076,企业_76,塑料制品业,湖北,1.0,0.10956708495584802,0.3994977368434504,0.5,0.21515479510141178,0.2014142453573209,0.2719241471241499,0.30以下
ENT_000077,企业_77,农副食品加工业,广西,1.0,0.21849244967619716,0.3139191401480027,0.5,0.12187775438931542,0.0937747115433256,0.15310348378961688,0.30以下
ENT_000078,企业_78,计算机通信制造业,重庆,1.0,0.1858051852950937,0.27360259098836703,0.25,0.13145858555124137,0.07704988987166522,0.14159236609928555,0.30以下
ENT_000079,企业_79,木材加工业,重庆,1.0,0.965187147335714,0.35953601155439063,0.5,0.3498313392527335,0.07704988987166522,0.347485540920978,0.30-0.40
ENT_000080,企业_80,造纸业,甘肃,1.0,0.1181156604038258,0.4091288352563565,0.5,0.09289906263860567,0.10659645393039276,0.14231166430465483,0.30以下
ENT_000081,企业_81,电气机械制造业,新疆,1.0,0.37089469362914335,0.31981779825639645,0.5,0.425968012781628,0.11337227926639427,0.345444737237262,0.30-0.40
ENT_000082,企业_82,农副食品加工业,青海,1.0,0.1627774300262934,0.4593027459312849,0.5,0.12187775438931542,0.13041145878433277,0.17621155422236087,0.30以下
ENT_000083,企业_83,家具制造业,黑龙江,1.0,0.1664428192900333,0.3180439297765846,0.25,0.15239697587767592,0.13318059085527256,0.1815638212960553,0.30以下
ENT_000084,企业_84,电气机械制造业,湖北,1.0,0.17540552176659038,0.3818450059133221,0.5,0.425968012781628,0.2014142453573209,0.3860522128214442,0.30-0.40
ENT_000085,企业_85,石油加工业,吉林,1.0,0.18646058554691763,0.3144440486605607,0.5,0.015338672075971194,0.061952392419236314,0.10578324119834814,0.30以下
ENT_000086,企业_86,黑色金属冶炼业,北京,1.0,0.1782897319479405,0.41079863718244436,1.0,0.4818290843266707,0.5814022008372526,0.7303054035099665,0.70以上
ENT_000087,企业_87,家具制造业,福建,1.0,0.3659297133998082,0.4302938218041909,0.25,0.15239697587767592,0.39116847884487815,0.4464763818387568,0.40-0.50
ENT_000088,企业_88,金融业,宁夏,1.0,0.4353579489101415,0.477555056677141,0.5,0.4239096550333939,0.15914667577157968,0.3763560822571797,0.30-0.40
ENT_000089,企业_89,金融业,四川,1.0,0.15521285940611673,0.24830463795374733,0.5,0.4239096550333939,0.1426333041377314,0.3456897320428857,0.30-0.40
ENT_000090,企业_90,住宿餐饮业,广东,1.0,0.3093025778206657,0.4003678485646937,0.5,0.517893666094725,0.6914923806655395,0.808373292834861,0.70以上
ENT_000091,企业_91,服装制造业,陕西,1.0,0.1568577008916545,0.25880593387338247,0.5,0.3667957056450658,0.06130726718594431,0.28164888107230956,0.30以下
ENT_000092,企业_92,教育,贵州,1.0,0.16036570454729565,0.4335647366712382,0.5,0.21156862176067792,0.14028964165372587,0.22858828965601502,0.30以下
ENT_000093,企业_93,燃气生产供应业,广东,1.0,0.11857862388941856,0.42703770301513116,1.0,0.3962283353410679,0.6914923806655395,0.7445421698071782,0.70以上
ENT_000094,企业_94,木材加工业,宁夏,1.0,0.16768017121631923,0.4365337782835614,0.5,0.3498313392527335,0.15914667577157968,0.3198911052599416,0.30-0.40
ENT_000095,企业_95,造纸业,宁夏,1.0,0.15149962930576252,0.4236118566927794,0.5,0.09289906263860567,0.15914667577157968,0.18294417266587767,0.30以下
ENT_000096,企业_96,家具制造业,青海,1.0,0.17120132316582704,0.44315314284825785,0.25,0.15239697587767592,0.13041145878433277,0.18628676427850668,0.30以下
ENT_000097,企业_97,化学原料制造业,湖北,1.0,0.1598634533478823,0.3838672594205362,0.5,0.07974513489584115,0.2014142453573209,0.2161977910074484,0.30以下
ENT_000098,企业_98,信息技术服务业,福建,1.0,0.24445322605463282,0.574055452690791,0.25,0.2123960176201665,0.39116847884487815,0.4644779739701819,0.40-0.50
ENT_000099,企业_99,住宿餐饮业,青海,1.0,0.14534115550515925,0.30070953217116553,0.5,0.517893666094725,0.13041145878433277,0.3849585378608999,0.30-0.40
ENT_000100,企业_100,铁路航空制造业,宁夏,1.0,0.06717194728689942,0.4268764094493038,0.5,0.18783342099757408,0.15914667577157968,0.2229875104807011,0.30以下
ENT_000101,企业_101,电气机械制造业,河南,1.0,0.1705744907740297,0.3345245833733828,0.5,0.425968012781628,0.20176217103738084,0.3850924585900258,0.30-0.40
ENT_000102,企业_102,租赁商务服务业,黑龙江,1.0,0.18297695963709265,0.4037194122116968,0.5,0.1138857402080817,0.13318059085527256,0.17269260330768263,0.30以下
ENT_000103,企业_103,金融业,广东,1.0,0.1505962697302905,0.27565252745933233,0.5,0.4239096550333939,0.6914923806655395,0.7505314040625723,0.70以上
ENT_000104,企业_104,卫生社会工作,湖南,1.0,0.019118497723349816,0.28192560312889137,0.5,0.011331452595746186,0.2320011133118218,0.2234972441023583,0.30以下
ENT_000105,企业_105,汽车制造业,北京,1.0,0.3511512092410438,0.3729576842930631,0.5,0.1251175564771213,0.5814022008372526,0.5938079222809897,0.50-0.60
ENT_000106,企业_106,电力热力生产业,江西,1.0,0.3212101567939104,0.5237137276070117,0.5,0.418190229889115,0.21262804218698111,0.4023804486322272,0.40-0.50
ENT_000107,企业_107,金融业,广东,1.0,0.1785907411819424,0.3288337395345209,0.5,0.4239096550333939,0.6914923806655395,0.7569437600875233,0.70以上
ENT_000108,企业_108,农副食品加工业,山东,1.0,0.17467453216380777,0.2735650814020665,0.5,0.12187775438931542,0.507493520845673,0.5240976183130891,0.50-0.60
ENT_000109,企业_109,金融业,湖南,1.0,0.19812909670627224,0.2933762025788253,0.5,0.4239096550333939,0.2320011133118218,0.406735705843884,0.40-0.50
ENT_000110,企业_110,租赁商务服务业,天津,1.0,0.327303598866657,0.534348202566734,0.5,0.1138857402080817,0.3714515711645824,0.41517931451322143,0.40-0.50
ENT_000111,企业_111,橡胶制品制造业,重庆,1.0,0.18618516832885726,0.3232504320509807,0.5,0.18008653399650493,0.07704988987166522,0.17753512012488656,0.30以下
ENT_000112,企业_112,酒饮料制造业,甘肃,1.0,0.17363676383445395,0.29251099806686215,0.5,0.3289071793167866,0.10659645393039276,0.27723968390723774,0.30以下
ENT_000113,企业_113,农副食品加工业,湖北,1.0,0.17372680365875423,0.5686833608889831,0.5,0.12187775438931542,0.2014142453573209,0.24078471065304782,0.30以下
ENT_000114,企业_114,服装制造业,湖南,1.0,0.18338465340372548,0.26866267606739735,0.5,0.3667957056450658,0.2320011133118218,0.37745667193082844,0.30-0.40
ENT_000115,企业_115,仪器仪表制造业,宁夏,1.0,0.12445144398602183,0.2525118781144855,0.5,0.13821143542802122,0.15914667577157968,0.19331011540104617,0.30以下
ENT_000116,企业_116,橡胶制品制造业,辽宁,1.0,0.17432379296730602,0.27179834932672214,0.5,0.18008653399650493,0.12357056936404776,0.19505287135647492,0.30以下
ENT_000117,企业_117,教育,广东,1.0,0.13369800039124205,0.3594359261716179,0.5,0.21156862176067792,0.6914923806655395,0.6662266680825633,0.60-0.70
ENT_000118,企业_118,电力热力生产业,新疆,1.0,0.16119362772984044,0.18418799866313432,0.5,0.418190229889115,0.11337227926639427,0.3277801140989349,0.30-0.40
ENT_000119,企业_119,造纸业,山西,1.0,0.16383383432722057,0.3247827899026018,0.5,0.09289906263860567,0.1914396911450142,0.2085762202708177,0.30以下
ENT_000120,企业_120,塑料制品业,北京,1.0,0.1396978514392823,0.38390573233719355,0.5,0.21515479510141178,0.5814022008372526,0.6151102751529185,0.60-0.70
ENT_000121,企业_121,塑料制品业,黑龙江,1.0,0.15847290352377216,0.361631959408812,0.5,0.21515479510141178,0.13318059085527256,0.22335585862613294,0.30以下
ENT_000122,企业_122,仪器仪表制造业,青海,1.0,0.15128365626533713,0.31952223864938006,0.5,0.13821143542802122,0.13041145878433277,0.17595103134619444,0.30以下
ENT_000123,企业_123,化学纤维制造业,四川,1.0,0.7723615663855565,0.378770352265203,0.5,0.5605754952498208,0.1426333041377314,0.44448013535522557,0.40-0.50
ENT_000124,企业_124,交通运输业,吉林,1.0,0.16576281055743147,0.2554177439300724,0.5,0.013990108651400171,0.061952392419236314,0.09986898399945782,0.30以下
ENT_000125,企业_125,教育,河北,1.0,0.17733562126084132,0.40635251581930537,0.5,0.21156862176067792,0.22020157762331738,0.29062831308281656,0.30以下
ENT_000126,企业_126,交通运输业,江苏,1.0,0.4132919884756234,0.2953232974861089,0.5,0.013990108651400171,0.5972897246729972,0.5609673771598376,0.50-0.60
ENT_000127,企业_127,纺织业,江苏,1.0,0.24307023273406475,0.5036296871120579,0.5,0.1071182986114224,0.5972897246729972,0.5895546764110852,0.50-0.60
ENT_000128,企业_128,建筑业,广东,1.0,0.1490500179900242,0.35905841612449396,0.5,0.029324395986088454,0.6914923806655395,0.5955693145394457,0.50-0.60
ENT_000129,企业_129,租赁商务服务业,江西,1.0,0.21729599477245984,0.2717456325242425,0.5,0.1138857402080817,0.21262804218698111,0.23900395869068217,0.30以下
ENT_000130,企业_130,铁路航空制造业,天津,1.0,0.967804148319176,0.6205485789922379,0.5,0.18783342099757408,0.3714515711645824,0.49830317094511284,0.40-0.50
ENT_000131,企业_131,教育,甘肃,1.0,0.18023009399092085,0.37958459607339645,0.5,0.21156862176067792,0.10659645393039276,0.209325442716469,0.30以下
ENT_000132,企业_132,塑料制品业,北京,1.0,0.15581099750743674,0.4496885133983088,0.5,0.21515479510141178,0.5814022008372526,0.6179888372915792,0.60-0.70
ENT_000133,企业_133,水的生产供应业,四川,1.0,0.6040037396747993,0.13189342102785448,0.0,0.24898493354914347,0.1426333041377314,0.28263785350100656,0.30以下
ENT_000134,企业_134,房地产业,四川,1.0,0.22443428668944226,0.3832411237324104,0.5,0.05357583108643641,0.1426333041377314,0.16150363997712738,0.30以下
ENT_000135,企业_135,化学纤维制造业,甘肃,1.0,0.18189839637765848,0.4020644265986058,0.5,0.5605754952498208,0.10659645393039276,0.3952594508667097,0.30-0.40
ENT_000136,企业_136,交通运输业,湖南,1.0,0.1482184218724437,0.30597788032258794,0.5,0.013990108651400171,0.2320011133118218,0.23002426077630686,0.30以下
ENT_000137,企业_137,木材加工业,吉林,1.0,0.6013840428775861,0.42641932388320825,0.5,0.3498313392527335,0.061952392419236314,0.3074991658012479,0.30-0.40
ENT_000138,企业_138,汽车制造业,青海,1.0,0.19512375362966655,0.4018096937571105,0.5,0.1251175564771213,0.13041145878433277,0.17692182057067177,0.30以下
ENT_000139,企业_139,燃气生产供应业,黑龙江,1.0,0.16976494927462898,0.43091030228867144,1.0,0.3962283353410679,0.13318059085527256,0.33740666242827844,0.30-0.40
ENT_000140,企业_140,食品制造业,北京,1.0,0.17785987922280067,0.25146758902608357,0.5,0.022257784581105954,0.5814022008372526,0.5392432311860664,0.50-0.60
ENT_000141,企业_141,皮革制造业,云南,1.0,0.06804248968229262,0.39219682097753167,0.5,0.17292963398369707,0.0909856973181817,0.17396120857193811,0.30以下
ENT_000142,企业_142,燃气生产供应业,四川,1.0,0.15606896530572265,0.399123215105189,1.0,0.3962283353410679,0.1426333041377314,0.3409661192511354,0.30-0.40
ENT_000143,企业_143,燃气生产供应业,河北,1.0,0.2688171549565142,0.29724830928133733,1.0,0.3962283353410679,0.22020157762331738,0.3953564316250918,0.30-0.40
ENT_000144,企业_144,通用设备制造业,贵州,1.0,0.07530635741320561,0.41288578187582775,0.5,0.36873564509241413,0.14028964165372587,0.3146317622035956,0.30-0.40
ENT_000145,企业_145,建筑业,四川,1.0,0.3221075070610841,0.44251735470244075,0.5,0.029324395986088454,0.1426333041377314,0.1721170717034624,0.30以下
ENT_000146,企业_146,石油加工业,陕西,1.0,0.12735241377742387,0.350378462496086,0.5,0.015338672075971194,0.06130726718594431,0.10196168651339658,0.30以下
ENT_000147,企业_147,燃气生产供应业,新疆,1.0,0.07062766910607501,0.379729431436619,1.0,0.3962283353410679,0.11337227926639427,0.32259905583400966,0.30-0.40
ENT_000148,企业_148,计算机通信制造业,青海,1.0,1.0,0.38877523101765843,0.25,0.13145858555124137,0.13041145878433277,0.2935541218192487,0.30以下
ENT_000149,企业_149,教育,黑龙江,1.0,0.15515053446207674,0.29424116641027886,0.5,0.21156862176067792,0.13318059085527256,0.2188011759689864,0.30以下
ENT_000150,企业_150,住宿餐饮业,重庆,1.0,0.16873501826482726,0.32211013773394187,0.5,0.517893666094725,0.07704988987166522,0.3637042700775644,0.30-0.40
ENT_000151,企业_151,农副食品加工业,云南,1.0,0.15103081974141594,0.2387710613644206,0.5,0.12187775438931542,0.0909856973181817,0.14261715083835422,0.30以下
ENT_000152,企业_152,电力热力生产业,山东,1.0,0.4251741319689833,0.4232216928018069,0.5,0.418190229889115,0.507493520845673,0.6800529413144419,0.60-0.70
ENT_000153,企业_153,化学纤维制造业,内蒙古,1.0,0.22693610205134415,0.48867970322043236,0.5,0.5605754952498208,0.07566575613778363,0.38611148027578607,0.30-0.40
ENT_000154,企业_154,酒饮料制造业,河北,1.0,0.18113804873746578,0.4331615972769203,0.5,0.3289071793167866,0.22020157762331738,0.35224375897757515,0.30-0.40
ENT_000155,企业_155,教育,广东,1.0000000006000155e-60,0.10722422421997556,0.17249326371411844,0.5,0.21156862176067792,0.6914923806655395,0.6549909485840603,0.60-0.70
ENT_000156,企业_156,皮革制造业,北京,1.0,0.23103226307443844,0.2971591782476435,0.5,0.17292963398369707,0.5814022008372526,0.6033556330676407,0.60-0.70
ENT_000157,企业_157,家具制造业,甘肃,1.0,0.20511248583346411,0.3700203083198303,0.25,0.15239697587767592,0.10659645393039276,0.171527291572166,0.30以下
ENT_000158,企业_158,电力热力生产业,山东,1.0,0.0,0.3931386808712023,0.5,0.418190229889115,0.507493520845673,0.6266044241501652,0.60-0.70
ENT_000159,企业_159,造纸业,黑龙江,1.0,0.24995960923832947,0.41460414170663346,0.5,0.09289906263860567,0.13318059085527256,0.17126294826061506,0.30以下
ENT_000160,企业_160,租赁商务服务业,天津,1.0,0.1084814502611517,0.40412472506885666,0.5,0.1138857402080817,0.3714515711645824,0.39726713145792497,0.30-0.40
ENT_000161,企业_161,住宿餐饮业,河北,1.0,0.21406142832553074,0.2409583619771498,0.5,0.517893666094725,0.22020157762331738,0.4398063863738146,0.40-0.50
ENT_000162,企业_162,电气机械制造业,贵州,1.0,0.32146924975309227,0.1468010522675045,0.5,0.425968012781628,0.14028964165372587,0.3533051092628099,0.30-0.40
ENT_000163,企业_163,塑料制品业,江西,1.0,0.147640451466388,0.45617819019444106,0.5,0.21515479510141178,0.21262804218698111,0.28567052903127665,0.30以下
ENT_000164,企业_164,交通运输业,贵州,1.0,0.06817505535564028,0.35909411158026006,0.5,0.013990108651400171,0.14028964165372587,0.13954004780471435,0.30以下
ENT_000165,企业_165,交通运输业,江西,1.0,0.11285292585333202,0.40641127376769626,0.5,0.013990108651400171,0.21262804218698111,0.21209436722637318,0.30以下
ENT_000166,企业_166,电气机械制造业,浙江,1.0,0.1239006233823884,0.34090299619115805,0.5,0.425968012781628,0.6948482726852789,0.7498295057641985,0.70以上
ENT_000167,企业_167,化学原料制造业,河南,1.0,0.3723706115202964,0.37772167832011855,0.5,0.07974513489584115,0.20176217103738084,0.2359208746058528,0.30以下
