enterprise_id,enterprise_name,industry,region,scale,is_listed,credit_balance,approved_amount,available_amount,avg_deposit,non_interest_income,default_history,loan_status,default_flag,total_assets,total_liabilities,net_assets,revenue,net_profit,roe,roa,debt_ratio,current_ratio,quick_ratio,tobin_q,rd_ratio,employee_growth,revenue_growth,market_share,patent_count,company_age,CRI
ENT_000023,企业_23,化学原料制造业,海南,中型,0,37898.6344754426,44699.64469459416,6801.010219151562,3498.1838093058054,219.36568612553916,0,正常,0,75219.6069297481,50043.47269021461,25176.13423953349,98184.62879479572,-5921.572442770864,-0.2352057860206495,-0.0787237887097889,0.6652982477953264,1.6789564902355814,1.1173020868712344,,0.0259209286244108,-0.1814233223555818,-0.1102327212700387,0.2189549375604752,9,3,1.0
ENT_000024,企业_24,汽车制造业,山东,小型,0,3174.2755158574605,4486.377816190579,1312.1023003331188,1490.3495083708858,81.98520952749688,1,正常,0,8961.242858914076,3519.863111831147,5441.3797470829295,11913.61303261882,617.1784318867881,0.113423150115125,0.0688719680521612,0.3927873808631143,2.448012786847209,1.8539110410407875,,0.0543895822956262,0.022652794892451,-0.2189651709801642,0.124072770805051,9,6,1.0
ENT_000025,企业_25,计算机通信制造业,上海,微型,0,1087.8347404258711,1592.264882002214,504.430141576343,381.1225394509727,14.000998969142955,0,次级,1,82406.68059678708,28715.05528428281,53691.62531250426,23455.76590962776,281.7268726709157,-0.092129306823052,-0.0431625234597327,0.7226831443093409,1.4716998172137403,1.075696897393542,,0.0122018773669107,0.0659653124646933,0.3625448138545323,0.0600694467055343,6,31,1.0
ENT_000026,企业_26,电力热力生产业,海南,大型,0,13967.657623757344,17432.93395050809,3465.276326750747,36469.254441941564,2347.0902994607377,0,正常,0,725427.4375974194,219394.6560779927,506032.7815194267,346144.17802153213,32132.725987288697,0.0634992972012725,0.0442948864654344,0.302435012390236,0.6515258927945338,0.4126402419335245,,0.0959120450938673,0.2402537917244101,-0.1273742363268831,0.1371682992596672,4,27,1.0
ENT_000027,企业_27,燃气生产供应业,上海,微型,0,1499.0932254190525,2099.4974063324885,600.404180913436,1506.435349434446,22.63036886531996,3,正常,0,16272.748720419084,8187.549145231762,8085.199575187322,11315.881515925788,-713.4216373177984,-0.0882379749174304,-0.0438414953475312,0.5031448150463975,0.7391589660471041,0.6197098765256691,,0.0194531916104322,0.190520851569959,0.2494373180250186,0.0216906382448142,5,29,1.0
ENT_000028,企业_28,非金属矿物制品业,江苏,小型,1,13957.815040488733,20361.634280992854,6403.819240504121,1885.19976080915,298.60141245020645,0,正常,0,62550.0701984928,43742.68848956192,18807.381708930872,31565.188379133862,7796.306460391453,0.4145343876702039,0.1246410505320154,0.6993227721527953,0.5947923601840833,0.3895247672821092,2.199930908437548,0.0854587253709845,0.2329914798849247,-0.0999894053586764,0.1369470511105732,4,15,1.0
ENT_000029,企业_29,塑料制品业,广西,小型,0,5096.988248562135,7331.76113657695,2234.772888014815,7001.786853199978,721.8837802413,0,正常,0,37898.89682311792,21905.035854378577,15993.860968739347,7808.710206972612,-113.63323111080469,-0.0071048029824009,-0.0029983255618535,0.5779861075274555,1.6420408155157995,1.3833136831503925,,0.0738038486900204,0.1580536247590262,0.3634767835879643,0.0563858349643641,3,36,1.0
ENT_000030,企业_30,酒饮料制造业,云南,小型,1,1511.37117436125,1773.0278460875709,261.65667172632084,837.1083497905848,405.5441429998406,2,正常,0,74142.638316187,31388.86697115206,42753.77134503494,47277.93749526792,-1442.2919061401303,-0.0337348463250277,-0.0194529347605539,0.4233578367860584,2.564633585847412,2.0096475992169816,1.2259569720617072,0.0485398442123393,0.0998919138424962,0.5413565449230201,0.1020214389397219,10,5,1.0
ENT_000031,企业_31,租赁商务服务业,海南,小型,0,6149.906013476866,9117.338691927804,2967.4326784509376,1999.167750920332,100.32854327882592,0,正常,0,15806.833878010491,10286.193345964097,5520.640532046398,21055.064924900584,1776.6478882085487,0.3218191581022897,0.112397454285903,0.6507434332104687,1.2827079233783802,0.843984355234883,,0.0648149249808581,-0.1343417359707838,-0.2373060119380673,0.0357727499113308,3,3,1.0
ENT_000032,企业_32,木材加工业,西藏,微型,0,3722.92948174454,4656.15835998037,933.2288782358296,3622.5644805601896,580.1105083473343,0,正常,0,6853.267877611132,4198.921201166807,2654.3466764443247,5689.3242175903815,500.7906049626041,0.1886681228969859,0.0730732570075994,0.6126889063951838,1.4604004577312042,1.083626272688703,,0.1108562205622042,0.0724808296902911,-0.1169512868317627,0.0048742314384675,7,25,1.0
ENT_000033,企业_33,专用设备制造业,上海,微型,1,1845.790903417352,2280.836924344669,435.0460209273174,2069.71760479512,80.48274252318129,0,正常,0,49556.2532578188,15172.443126985763,34383.81013083304,1876.977407723641,101.23901515410554,0.0029443803571763,0.002042911005144,0.3061660664306156,2.7736927709197268,2.231634291751353,1.4505583859622813,0.0645898258319732,0.1395190665996221,0.2546263727606449,0.1444052767052624,9,32,1.0
ENT_000034,企业_34,造纸业,河北,小型,0,18940.017008365838,21306.998869400824,2366.9818610349903,1253.3589766831376,40.12124690720019,1,正常,0,112506.02154847536,70512.4955948811,41993.52595359428,9050.882426534548,1540.1185291708932,0.0366751420414858,0.0136892097682727,0.626744192216409,2.592258613291637,2.0482883605375584,,0.0510974625006105,0.2686156924055654,0.202608584673163,0.0548930950278407,2,21,1.0
ENT_000035,企业_35,教育,新疆,中型,0,9783.954498388925,12665.030312258876,2881.075813869953,892.3779847237611,484.8534380852992,0,正常,0,67416.55479283718,28329.157876284247,39087.39691655293,10700.73017340016,864.9297499437716,0.0221280980104737,0.0128296343917542,0.4202107028953983,2.1626202809564,1.5747642040395728,,0.0752815203801207,0.152943281259772,0.2553843709520383,0.1948872936641102,7,48,1.0
ENT_000036,企业_36,有色金属冶炼业,广西,小型,0,18060.54253463259,20654.134804950685,2593.592270318095,3184.902672688341,715.7588063263929,3,正常,0,20827.429118928245,7495.15412551822,13332.274993410025,40414.13452686084,4582.696497939679,0.3437295210460966,0.2200317894144152,0.3598693858334404,1.1670094552306285,1.0150764460289785,,0.0088229081529448,0.2360575151908132,-0.0147511100808752,0.1186202927921985,3,17,1.0
ENT_000037,企业_37,纺织业,云南,微型,0,5414.212825819962,6493.893102878865,1079.680277058903,164.9413172674299,53.96731191592225,1,正常,0,69394.74701090957,27100.892649001275,42293.8543619083,35049.47422043236,5373.478175075214,0.1270510398294368,0.0774335004669798,0.3905323358948298,0.7926037067211087,0.5990332561589827,,0.060574245238366,-0.1047996837047858,0.4975068322046735,0.1147718992706089,8,9,1.0
ENT_000038,企业_38,计算机通信制造业,西藏,中型,0,37648.31283778358,46186.08611193071,8537.773274147126,4248.988675112438,2770.3017683480134,0,正常,0,53861.72498855721,26253.92411994543,27607.80086861178,121657.00759926849,-11100.133120032124,-0.4020650964869944,-0.2060857338377172,0.4874319217500555,0.5401470567002843,0.4060610537345291,,0.0484533413880457,0.0010373560777857,0.1236098933379548,0.1513427343187544,8,26,1.0
ENT_000039,企业_39,橡胶制品制造业,浙江,小型,0,1987.427444109213,2829.1636416502656,841.7361975410527,9026.1866529036,93.4716407436886,1,次级,0,46562.85673641202,21882.082788909265,24680.77394750276,320094.4783659006,31921.57034391209,1.293378012043337,0.6855586744734568,0.4699471708272044,0.7675266815110522,0.4748497055225922,,0.0147600117909064,0.1144026070491906,-0.1433925153687039,0.1252295494178704,4,22,1.0
ENT_000040,企业_40,造纸业,辽宁,小型,0,6577.811517011025,9539.112399746757,2961.30088273573,4488.426869130519,114.64350878420122,0,正常,0,41016.602477118366,17044.650950783885,23971.95152633448,9326.908372344504,1953.689448533759,0.0814989737647152,0.0476316742622368,0.4155549197496906,1.2314911090598568,1.079569583891494,,0.1151967116977161,0.2241429036113842,0.049370299991411,0.0810313088542922,6,41,1.0
ENT_000041,企业_41,仪器仪表制造业,天津,小型,0,5655.134519544605,6904.843056649423,1249.708537104818,193.40035274763915,61.807743550248375,0,正常,0,10160.279546853331,3747.998382741404,6412.281164111928,33157.82428364992,-3113.9819195127075,-0.4856277882730646,-0.3064858506257455,0.368887328882813,1.8794751589487395,1.2275509526900157,,0.0750096477643462,0.028215703124162,-0.1407133792457665,0.0379677501971459,4,46,1.0
ENT_000042,企业_42,食品制造业,吉林,中型,0,3595.4749933269995,5189.993541360396,1594.5185480333969,6974.24751448978,2069.375640460557,1,正常,0,133459.3451207499,80728.53234283137,52730.81277791853,9816.421788289052,410.4612723628874,0.0077840877228953,0.0030755528733601,0.6048923158568678,0.6600002068809672,0.5006124062203564,,0.0463048251668064,0.0376331061276269,0.418188271710821,0.0315827100238224,4,23,1.0
ENT_000043,企业_43,通用设备制造业,湖南,小型,0,18001.45578158823,25974.163285215735,7972.707503627509,1495.3914380684696,274.04253331733656,3,关注,0,48414.47576127118,33698.60117863399,14715.874582637189,12790.35195448979,2867.3360818658016,0.1948464609265482,0.0592247677327843,0.6960439134939668,0.8405694457961226,0.706977979488307,,0.0600628506606987,0.1530710459004468,-0.0320662525600232,0.0327094301576308,5,11,1.0
ENT_000044,企业_44,燃气生产供应业,陕西,微型,0,1316.3250805732916,1850.5692781809455,534.2441976076541,237.82595368894744,34.13615472171396,0,正常,0,31577.22077572166,19297.36481368051,12279.85596204115,1376.3370661693336,32.487116262883056,0.0026455616713506,0.0010288149325624,0.6111166321678762,0.9527017557698526,0.6331998680345146,,0.0696791520477181,-0.1188806240717686,0.1984966969489244,0.1288088345299483,5,10,1.0
ENT_000045,企业_45,木材加工业,天津,中型,0,8102.031272447422,9387.645760198662,1285.6144877512395,8196.507823809801,409.5759675426711,0,正常,0,129013.04239719531,53975.80414200098,75037.23825519434,80119.22311378452,4851.626643809644,0.0646562527702543,0.0376057067848445,0.4183747870686164,2.079955232458265,1.5770469896550336,,0.0268263221617902,0.2911106824735143,0.0058653710035639,0.2166945692575934,7,23,1.0
ENT_000046,企业_46,家具制造业,陕西,中型,0,5410.636821505336,7445.73498932286,2035.098167817524,3039.20878941501,7.409118197838858,0,正常,0,932034.697309376,370878.5876921649,561156.109617211,26445.675240361477,6440.566196361514,0.0114773163581073,0.0069102214917044,0.3979235845648533,2.039474497450311,1.3709459187548307,,0.0847915643370223,-0.0818704139661527,-0.0230774619525026,0.0542361015075262,3,5,1.0
ENT_000047,企业_47,金融业,湖北,微型,0,6010.03785435135,8882.893800347361,2872.8559459960115,189.47153701437784,476.73393413869707,0,次级,1,70380.97268982731,27242.106238509845,43138.86645131746,688.4905345649929,-4.163529377269214,-0.1001447718630472,-0.0501183140618308,0.7805995256395628,1.3138400211512675,0.9323479888149814,,0.0631374940227333,-0.2377884135338954,-0.2820508362562102,0.1334558177867867,3,26,1.0
ENT_000048,企业_48,橡胶制品制造业,浙江,中型,0,3240.5819072447257,4449.371428551199,1208.789521306473,6363.234234698207,574.3953677426664,0,正常,0,114490.47524566116,40607.25619049466,73883.21905516648,17808.226294758188,-1374.0949182799466,-0.0185982004554234,-0.0120018273601499,0.3546780297956144,1.126253561739849,0.866429512149978,,0.0068104689754348,0.051510051278387,0.2196349205981134,0.0523718858690786,2,4,1.0
ENT_000049,企业_49,黑色金属冶炼业,陕西,微型,0,5529.622346789358,6816.070957227716,1286.4486104383575,517.4632783534146,4.017431521716081,0,关注,0,25090.36241484822,13060.342045317397,12030.020369530825,69684.77892994144,13992.557745054482,1.1631366627187347,0.5576865536535188,0.5205322198769204,1.42779922804683,1.2233280386377705,,0.0624658505268633,0.3047688053563347,0.3598362505258368,0.0780621059835759,3,43,1.0
ENT_000050,企业_50,房地产业,安徽,小型,0,16943.8661253447,22030.952313744943,5087.086188400244,2460.279354452961,33.385611661001505,0,正常,0,256983.3018218708,139326.10515006486,117657.1966718059,26520.228098472744,5409.1418207522165,0.0459737438402559,0.0210486120397876,0.5421601487813377,0.7417242908443575,0.644089194597626,,0.0274003542429892,0.1379679695500415,-0.0831935162730303,0.0497363770703831,3,27,1.0
ENT_000051,企业_51,卫生社会工作,陕西,中型,0,25504.656952477853,34642.72093424264,9138.06398176479,2690.4077603411733,394.2742836913226,0,正常,0,261065.2613248305,151992.4729860032,109072.78833882727,101961.35092704651,6650.657725636523,0.0609744907682812,0.0254750773499559,0.5822010642652549,1.0661515093951373,0.8471853600883799,,0.0247201054191667,0.1626635814505449,-0.2090458229997342,0.0631106967632929,4,38,1.0
ENT_000052,企业_52,纺织业,广东,微型,0,6079.200586587223,7928.664616540504,1849.4640299532807,574.6988975766064,20.671250317520222,0,正常,0,6444.595422231444,3686.8586172533273,2757.7368049781167,9420.602593964311,753.3892452040925,0.2731911340647574,0.1169024889607781,0.5720853483734671,2.744263066181451,2.2437571613184693,,0.0446767189223356,0.0562078643460671,0.2606632085475658,0.1551343528649776,3,34,1.0
ENT_000053,企业_53,食品制造业,重庆,小型,0,12742.44275984747,14628.084433385098,1885.641673537628,7220.380300611522,975.7156152034854,1,正常,0,113788.34778301435,47442.154132053794,66346.19365096057,13033.476926793155,2509.364369108971,0.0378222808426725,0.0220529115502594,0.4169333245133529,2.949229366089571,2.255470433763638,,0.0595821241643928,0.0271433754093234,-0.2292482698212502,0.0178462656021098,6,3,1.0
ENT_000054,企业_54,皮革制造业,贵州,小型,0,2307.0452076315414,2825.7280718701195,518.6828642385781,8157.990408961356,556.1324634814162,1,关注,0,152656.90977572277,65966.7758722347,86690.13390348807,16511.988917976854,2617.0812950564086,0.030188917437479,0.0171435495379889,0.4321244021587386,2.1191489641007366,1.5158879038955329,,0.1288509759344649,-0.1817364054389673,0.3439065871896517,0.1032480029743099,6,32,1.0
ENT_000055,企业_55,纺织业,云南,小型,0,25031.295981785668,35568.430594123405,10537.134612337735,282.24121678734787,509.001567359102,0,正常,0,222095.8348763137,127173.36635465776,94922.46852165596,21756.46969721722,-156.59978852810156,-0.0016497652343751,-0.0007051000691449,0.5726058141769351,2.7920582300585504,2.218109832340763,,0.0183019506347038,-0.2889079386856279,-0.080879024590924,0.0357719816156441,7,26,1.0
ENT_000056,企业_56,水的生产供应业,吉林,小型,0,3763.3730666314423,5436.445362809049,1673.072296177606,5375.649017647667,5.969282749579826,0,正常,0,29485.547261947584,12967.126149744978,16518.421112202606,4346.665358434043,-408.96611939642094,-0.0247581846121059,-0.0138700535473597,0.4397790563134513,2.1068547510035627,1.838202511105167,,0.0533949651882957,0.0794408507661295,-0.1206585485649252,0.082066704251687,8,18,1.0
ENT_000057,企业_57,有色金属冶炼业,广西,中型,0,13947.426568341503,16108.162074828177,2160.7355064866733,29370.531419501054,337.3936302895393,0,正常,0,68527.2953377357,26386.385445598327,42140.90989213738,101226.14287921668,6872.754729209788,0.1630898513297669,0.100292222177127,0.3850492758477252,0.5829912152636747,0.4226710295674811,,0.0726904968523924,0.2468823791510339,0.1496924842262583,0.1305774771461604,4,7,1.0
ENT_000058,企业_58,仪器仪表制造业,辽宁,小型,1,4274.873807445546,6330.894461145074,2056.0206536995283,14214.237206027074,104.24276988433562,0,正常,0,17177.09619963857,7725.1321091122045,9451.964090526366,62276.54635817419,12493.878016978437,1.3218287646163358,0.7273568169945583,0.4497344614786958,2.9919064624660225,2.077349494411175,3.476073317716599,0.0439974277372861,0.1016200557242098,-0.1076278570022875,0.1292159271814949,4,45,1.0
ENT_000059,企业_59,信息技术服务业,海南,微型,1,4873.375615734396,6001.7036283979805,1128.3280126635846,2047.6655579912788,35.4781962923831,0,正常,0,29975.25432218041,12254.89302482856,17720.361297351854,6400.252512623177,1366.7235978710958,0.0771272986446015,0.0455950626200284,0.408833663031191,0.7473807542163373,0.5355215401600747,0.9696556485824764,0.1098752669687128,0.143539929057802,-0.0414222162586418,0.0363305893851005,5,13,1.0
ENT_000060,企业_60,印刷业,贵州,中型,0,8702.805024585925,11878.680460355718,3175.8754357697926,1541.5758988776156,398.0887580863409,1,正常,0,229189.73919025855,76853.06957438472,152336.66961587386,21628.98077400982,5075.871233856647,0.03332008797787,0.0221470265282818,0.3353250884874311,2.206604503612652,1.6121878136737484,,0.1017394173763171,0.2875576318459309,0.1707963865342013,0.0236687061525584,6,6,1.0
ENT_000061,企业_61,房地产业,北京,小型,0,6374.512552799748,8928.97134024427,2554.4587874445224,4670.98004774877,54.80546251576936,0,正常,0,26365.668148130702,16664.567170151113,9701.100977979591,6653.221024609623,1382.8529162747109,0.142545976937425,0.0524489995286826,0.6320555609106614,1.1320905076869752,0.7042376274045928,,0.0574637450806034,0.0993150277161587,-0.3858224674333292,0.005202373963357,7,35,1.0
ENT_000062,企业_62,橡胶制品制造业,湖北,中型,0,4333.340905894254,6174.050929260941,1840.710023366687,1932.0465065094388,1024.8166646920647,0,正常,0,95570.80016362516,61284.25528526345,34286.54487836171,334535.35121194273,34462.24095026136,1.0051243446233198,0.3605938308694615,0.6412445556628145,1.4799527822674003,1.1092727859255165,,0.0153934565356929,0.031601734953857,0.4284838491856645,0.0238494915528817,10,31,1.0
ENT_000063,企业_63,批发零售业,青海,微型,0,9553.522450961947,14122.97110134054,4569.448650378594,726.6477252546822,468.6363204533839,0,正常,0,2825.052434747727,1095.8381786335128,1729.2142561142143,4709.207872676155,261.88827858787545,0.1514492941877399,0.0927020947882907,0.3879001200667518,2.114835462002345,1.582519267546194,,0.0149444738944594,-0.0727787208475097,0.1087280264931476,0.1695219618469479,3,42,1.0
ENT_000064,企业_64,塑料制品业,新疆,中型,0,29149.08664586448,35712.52291792169,6563.4362720572135,8683.122698839825,2059.077858525128,0,正常,0,498264.8105826415,162388.92626577074,335875.8843168708,88735.480104047,15191.287588857946,0.0452288726228592,0.0304883814112703,0.3259088798100807,1.5912183732692675,1.2356338130151088,,0.0551499708707217,0.3533318844458128,-0.1585932024807056,0.1201913803046849,3,37,1.0
ENT_000065,企业_65,家具制造业,浙江,微型,0,2225.507454641471,3212.30320589054,986.7957512490684,417.5017701063092,120.67887866377636,0,正常,0,4605.578791897795,2742.7648281040542,1862.8139637937409,6454.362678578553,1025.8407331211474,0.5506941396509379,0.2227387217706105,0.5955309749404718,1.126365147327821,0.7984194395192902,,0.04683981739127,0.128982166873052,-0.1034490738573683,0.1046657620253208,4,43,1.0
